Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/01/2023,01/07/2023,2023,1,HHS Region 2,381.0,5471.0
01/08/2023,01/14/2023,2023,2,HHS Region 2,388.0,5120.0
01/15/2023,01/21/2023,2023,3,HHS Region 2,306.0,4975.0
01/22/2023,01/28/2023,2023,4,HHS Region 2,320.0,5000.0
01/29/2023,02/04/2023,2023,5,HHS Region 2,256.0,4844.0
02/05/2023,02/11/2023,2023,6,HHS Region 2,250.0,4876.0
02/12/2023,02/18/2023,2023,7,HHS Region 2,221.0,4816.0
02/19/2023,02/25/2023,2023,8,HHS Region 2,206.0,4751.0
02/26/2023,03/04/2023,2023,9,HHS Region 2,175.0,4726.0
03/05/2023,03/11/2023,2023,10,HHS Region 2,161.0,4654.0
03/12/2023,03/18/2023,2023,11,HHS Region 2,162.0,4708.0
03/19/2023,03/25/2023,2023,12,HHS Region 2,121.0,4600.0
03/26/2023,04/01/2023,2023,13,HHS Region 2,122.0,4565.0
04/02/2023,04/08/2023,2023,14,HHS Region 2,102.0,4454.0
04/09/2023,04/15/2023,2023,15,HHS Region 2,76.0,4612.0
04/16/2023,04/22/2023,2023,16,HHS Region 2,71.0,4420.0
04/23/2023,04/29/2023,2023,17,HHS Region 2,70.0,4273.0
04/30/2023,05/06/2023,2023,18,HHS Region 2,65.0,4392.0
05/07/2023,05/13/2023,2023,19,HHS Region 2,53.0,4382.0
05/14/2023,05/20/2023,2023,20,HHS Region 2,51.0,4362.0
05/21/2023,05/27/2023,2023,21,HHS Region 2,52.0,4427.0
05/28/2023,06/03/2023,2023,22,HHS Region 2,47.0,4414.0
06/04/2023,06/10/2023,2023,23,HHS Region 2,47.0,4197.0
06/11/2023,06/17/2023,2023,24,HHS Region 2,45.0,4300.0
06/18/2023,06/24/2023,2023,25,HHS Region 2,34.0,4056.0
06/25/2023,07/01/2023,2023,26,HHS Region 2,51.0,4206.0
07/02/2023,07/08/2023,2023,27,HHS Region 2,43.0,4198.0
07/09/2023,07/15/2023,2023,28,HHS Region 2,35.0,4134.0
07/16/2023,07/22/2023,2023,29,HHS Region 2,37.0,4193.0
07/23/2023,07/29/2023,2023,30,HHS Region 2,30.0,4098.0
07/30/2023,08/05/2023,2023,31,HHS Region 2,36.0,4318.0
08/06/2023,08/12/2023,2023,32,HHS Region 2,48.0,4240.0
08/13/2023,08/19/2023,2023,33,HHS Region 2,72.0,4311.0
08/20/2023,08/26/2023,2023,34,HHS Region 2,80.0,4217.0
08/27/2023,09/02/2023,2023,35,HHS Region 2,80.0,4125.0
09/03/2023,09/09/2023,2023,36,HHS Region 2,107.0,4339.0
09/10/2023,09/16/2023,2023,37,HHS Region 2,102.0,4162.0
09/17/2023,09/23/2023,2023,38,HHS Region 2,119.0,4199.0
09/24/2023,09/30/2023,2023,39,HHS Region 2,156.0,4397.0
10/01/2023,10/07/2023,2023,40,HHS Region 2,134.0,4554.0
10/08/2023,10/14/2023,2023,41,HHS Region 2,139.0,4582.0
10/15/2023,10/21/2023,2023,42,HHS Region 2,116.0,4020.0
10/22/2023,10/28/2023,2023,43,HHS Region 2,77.0,3297.0
